cv010_29198.txt;donald sinclair;john cleese;sinclair;vera baker;whoopi goldberg;merrill;lanai chapman;owen templeton;cuba gooding jr;owen;lucy ricardo;pollini;rowan atkinson;pollini;zack;wayne knight;randy pear;jon lovitz;beverly;kathy najimy;duane;seth green;blaine cody;vince vieluf;cody;blaine;nick shaffer;breckin meyer;tracy faucet;amy smart;tracy;shawn;dean cain;jerry zucker;sinclair;grisham;dave thomas;zucker;kathy bates;;;;;;;;;;;;;;;;;;
cv011_12166.txt;nicolas cage;seth;meg ryan;maggie;cage;ryan;dennis franz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv012_29576.txt;bobby garfield;yelchin;hope davis;bobby;carol;boorem;ted brautigan;hopkins;ted;davis;elizabeth;sully;hick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv013_10159.txt;steven spielberg;cinque;djimon hounsou;baldwin;adams;matthew mcconaughey;anthony hopkins;spielberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv014_13924.txt;f gary gray;danny roman;samuel l jackson;roman;niebaum;j t walsh;gray;chris sabian;kevin spacey;jackson;jackie brown;spacey;david morse;sabian;beck;ron rifkin;frost;john spencer;al travis;morese;rifkin;spencer;paul giamatti;rudy;giamatti;j t walsh;walsh;billy bob thornton;jack nicholson;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv015_29439.txt;mark wahlberg;aniston;zakk wylde;jeff pilson;stephan jenkins;blas elias;dominic west;kidk cuddy;wahlberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv016_4659.txt;sid james;kenneth williams;sir bernard cutting;hattie jacques;charles hawtrey;dr goode;hawtrey;jacques;bernard;joan sims;kenneth connor;cyril;kenneth cope;ball;barbara windsor;williams;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv017_22464.txt;al capone;elliot ness;capone;ness;deniro;de palma;neo;morpheus;trinity;kevin costner;sean connery;malone;connery;andy garcia;george stone;stone;charles martin smith;smith;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv018_20137.txt;baby herman;roger rabbit;eddie valiant;bob hoskins;r k;maroon;alan tilvern;roger;jessica;eddie;valiant;marvin acme;stubby kaye;acme;judge doom;christopher lloyd;richard williams;williams;robert zemekis;hiskins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv019_14482.txt;ben stiller;stiller;jerri;jerry;stahl;ewan mcgregor;renton;danny boyle;jerry stahl;william s burroughs;david veloz;elizabeth hurley;kitty;maria bello;janeane garofalo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv020_8825.txt;phil curtolo;mel gibson;gibson;tom mullen;gary sinise;forrest gump;tom;kate;rene russo;delroy lindo;sinise;owen gleiberman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv021_15838.txt;f murray abraham;picard;patrick stewart;donna murphy;stewart;jonathan frakes;riker;brent spiner;abraham;frakes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv022_12864.txt;ace ventura;truman burbank;jim carrey;gene siskel;broderick;steven;carrey;robin;leslie mann;larry tate;chip douglas;ricky ricardo;jefferson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv023_12672.txt;warren beatty;jay billington bulworth;bulworth;murphy;oliver platt;graham beckel;nina;halle berry;beatty;berry;don cheadle;paul sorvino;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv024_6778.txt;paul newman;ralph fiennes;anthony hopkins;morgan freeman;tupac shakur;shakur;tim roth;roth;ezekiel whitmore;alexander rome;thandie newton;vondie curtis hall;michael douglas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv025_3108.txt;kevin smith;brian ohalloran;jeff anderson;zoe;roger avary;eric stoltz;quentin tarantino;t coraghessan boyle;john harvey kellogg;anthony hopkins;matthew broderick;bridget fonda;john cusack;michael lerner;lara flynn boyle;john neville;dana carvey;alan parkers;roland emmerich;lucas;spielberg;james spader;kurt russell;jaye davidson;james t kirk;shatner;john hughes;dylan mcdermott;elizabeth perkins;richard attenborough;kriss kringle;arnold schwarzenegger;schwarz;dustin hoffman;ivan reitman;danny devito;emma;arnie;;;;;;;;;;;;;;;;;;;
cv026_29325.txt;otis redding;jimi hendrix;janis joplin;jefferson;d a pennebaker;john phillips;dionne warwick;jennifer lopez;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv027_25219.txt;francis ford coppola;martin scorsese;scorsese;coppola;nicholas pileggi;henry hill;ray liotta;paulie cicero;paul sorvino;tommy de vito;joe pesci;jimmy conway;robert de niro;karen;lorraine bracco;tommy;jimmy;henry;tarantino;liotta;karen hill;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv028_26746.txt;jeff;stephen;tristen;kim;erica;wiccan lore;wicca;parr;joe berlinger;dan myrick;ed sanches;arter burwell;john malkovich;berlinger;jeffrey donovan;tristine skyler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv029_18643.txt;john murdoch;sewell;john;frank bumstead;hurt;daniel p schreber;emma murdoch;connelly;schreber;emma;alex proyas;connelly;proyas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv030_21593.txt;linda fiorentino;bethany;alan rickman;jay;jason mewes;bob;kevin smith;rufus;salma hayek;damon;affleck;chris;tarantino;smith;george carlin;martin scorsese;scorsese;indiana jones;harrison ford;michael ritchie;jesus;william donohue;loki;bartleby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv031_18452.txt;natalie portman;amidala;liam neeson;schindler;qui-gon jinn;ewan mcgregor;obi-wan kenobi;jake lloyd;anakin skywalker;george lucas;portman;mcgregor;luke;leia;robin;batman;alec guiness;lucas;palpatine;vader;anakin;pernilla august;qui-gon;maul;obi-wan;lawrence kasdan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv032_22550.txt;vergil tibbs;tibbs;norman jewison;jewison;sidney poitier;poitier;denzel washington;rod steiger;steiger;scott wilson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv033_24444.txt;michael douglas;douglas;gordon gecko;nicholas van orton;grady;james leer;tobey maguire;leer;jim jarmusch;jarmusch;cort;harold;maude;katie holmes;hannah;jerry springer;holmes;catherine zeta jones;jones;sara gaskell;frances mcdormand;robert downy j r;downy;tom hanksian;robert altman;curtis hanson;leonard cohen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv034_29647.txt;derek zoolander;ben stiller;vince vaughn;billy zane;winona ryder;christian slater;david duchovny;natalie portman;christine taylor;taylor;david bowie;zoolander;derek;austin powers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv035_3954.txt;isaac mizrahi;cindy crawford;douglas keeve;mizrahi;tyler moore;jackie kennedy;bette davis;naomi campbell;kate bush;linda evangelista;keeve;robert altman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv036_16831.txt;dora;fernanda montenegro;irene;mar lia p ra;josu;vinicius de oliveira;j r mie renier;giorgio cantarini;jonathan taylor thomas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv037_18510.txt;qui-gon jinn;liam neeson;obi-wan kenobi;ewan mcgregor;natalie portman;jake lloyd;anakin;anakin skywalker;jar-jar binks;george lucas;john williams;eugene novikov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv038_9749.txt;ewan mcgregor;cameron diaz;mcgregor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv039_6170.txt;tom hanks;jimmy;johnathon schaech;lenny;steve zahn;ethan embry;tom everett scott;;faye;liv tyler;hanks;adam schlesinger;scott;tyler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv040_8276.txt;fox;eric roberts;paul mcgann;sylvester mccoy;jon pertwee;tom baker;daphne ashbrook;grace holloway;yee jee tso;mcgann;phil segal;eric robert;chang lee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv041_21113.txt;jinks;cohen;peter gallagher;stan wlodkowski;alan ball;thomas newman;julie weiss;tariq anway;chris greenbury;naomi shohan;conrad l hall;bruce cohen;dan jinks;barbara fitts;allison janney;fitts;ricky;burnham;kevin spacey;lester burnham;lester;angela;mena suvari;spacey;annette bening;carolyn burnham;bening;carolyn;martha stewart;thora birch;jane burnham;chris cooper;finn;wes bentley;ricky finn;bentley;sam mendes;conrad hall;;;;;;;;;;;;;;;;;;;
cv042_10982.txt;will hunting;matt damon;damon;ben affleck;will;hemingway;lambeau;stellan skarsgard;einstein;robin williams;williams;sean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv043_15013.txt;fox;gary ross;ross;tobey maguire;reese witherspoon;maguire;mary sue;witherspoon;johnson;jeff daniels;j t walsh;hackman;daniels;walsh;joan allen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv044_16969.txt;george lucas;steven spielberg;tom selleck;marion flee;indiana jones;jock;indy;sallah;indiana;harrison ford;spielberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv045_23923.txt;capone;paul campbell;floyd;winston bell;john;wonie;ratty;mark danvers;chris browne;stella;woo;carl bradshaw;sly;robbie;maxi priest;bob dylan;james brown;grace jones;herbie hancock;bootsy collins;carly simon;desmond ballentine;chris blackwell;john woo;ringo lam;tsui hark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv046_10188.txt;mcalisters;buzz;kevin;catherine ohara;macaulay culkin;john williams;culkin;columbus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv047_1754.txt;john goodman;kathy moriarty;joe dante;charles hass;lawrence woolsley;goodman;dante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv048_16828.txt;han solo;homer hickam;jake gyllenhaal;riley;laura dern;homer;chris cooper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv049_20471.txt;keanu reeves;laurence fishburne;joe panteliano;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv050_11175.txt;greg;mandy pepperidge;neidermeyer;otter;boon;tim matheson;peter riegert;katy;karen allen;pinto;flounder;d day;stork;bluto;john belushi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv051_10306.txt;matthew mcconaughey;matt damon;john grisham;francis ford coppola;rudy baylor;mary kay place;john whitworth;claire danes;andrew shue;danny devito;jon voight;gus van sant;ben affleck;stellan skarsgard;sean mcguire;robin williams;standoffish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv052_29378.txt;leonard shelby;pearce;nolan;pierce;natalie;teddy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv053_21822.txt;lenny;maaia sethna;shanta;hasan;rahul khanna;dil navaz;aamir khan;nandita das;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv054_4230.txt;john travolta;tarantino;bee gees;barry;robin;maurice gibb;gene hackman;martin weir;danny devito;karen flores;rene russo;tony danza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv055_8338.txt;mel gibson;jerry fletcher;witty;martin riggs;richard donner;maverick;travis bickle;brian helgeland;julia roberts;alice sutton;dr jonas;patrick stewart;lone gunmen;lee harvey oswald;james earl ray;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv056_13133.txt;mulan;ariel;belle;pocahontas;bob;walt;pepe;eddie murphy;matthew wilder;david zippel;shang;b d wong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv057_7453.txt;tommy lee jones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv058_8025.txt;james woods;danny devito;phil;alan menken;david zippel;ron clements;john musker;tate donovan;susan egan;bob goldthwait;matt frewer;samantha eggar;paul shaffer;rip torn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv059_28885.txt;mike myers;farquaad;john lithgow;cameron diaz;eddie murphy;jeff katzenberg;michael eisner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv060_10844.txt;juzo itami;tsutomu yamazaki;nobuko miyamoto;rikiya yasuoka;itami;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv061_8837.txt;george lucas;mark hamill;carrie fisher;billy dee williams;peter mayhew;anthony daniels;kenny baker;harrison ford;ian mcdiarmid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv062_23115.txt;brad bird;eli marienthal;jennifer aniston;vin diesel;harry connick jr;christopher mcdonald;spielberg;disney;john mahoney;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv063_28997.txt;susan granger;daniel auteil;michel aumont;michele laroque;alexandra vandernoot;stanislas crevillen;gerard depardieu;thierry lhermite;francis verber;daniel auteuil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv064_24576.txt;marcus aurelius;richard harris;maximus;russell crowe;commodus;joaquin phoenix;proximo;oliver reed;spartacus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv065_15248.txt;roberto benigni;charlie chaplin;benigni;nicoletta braschi;giorgio cantarini;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv066_10821.txt;charles dickens;miss havisham;havisham;ethan hawke;robert de niro;gwyneth paltrow;anne bancroft;winona ryder;julie delpy;uma thurman;hawke;paltrow;dickens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv067_19774.txt;lili taylor;willis;williams;osment;collette;shyamalan;tak fujimoto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv068_13400.txt;max shreck;gustav von wangenhein;greta schroeder;bram strocker;maunau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv069_10801.txt;stendhal;dario argento;ennio morricone;argento;michele soavi;graziella magherini;asia;thomas kretschmann;sergio stivaletti;giuseppe rotunno;asia argento;marco leonardi;morricone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv070_12289.txt;stephen rea;anthony burguess;neil jordan;rea;jordan;brady;francis;eamonn owens;owens;pat mccabe;fiona shaw;pal joe;alan boyle;oconnor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv071_12095.txt;bill pullman;daryl zero;steve arlo;ben stiller;gregory stark;ryan oneill;gloria sullivan;kim dickens;gloria;jake kasdan;pullman;kasdan;angela featherstone;laurence kasdan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv072_6169.txt;meryl streep;pamela anderson;genna davis;renny harlin;samantha caine;charly baltimore;shane;jackson;samuel l jackson;mithc hennesey;;jules;davis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv073_21785.txt;kevin yagher;andrew kevin walker;washington irving;tim burton;johnny depp;christina ricci;casper van dien;christopher lee;christopher walken;ichabod crane;katrina;ed wood;jeffrey jones;michael rough;butler alfred;depp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv074_6875.txt;jackie chan;wong fei-long;wong kei-ling;chuck norris;jan claude van damme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv075_6500.txt;stallone;rob coen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv076_24945.txt;terry gilliam;dennis quaid;elisabeth mitchell;daniel henson;jim caviziel;john;frank sullivan;julia;gregory hoblit;toby emmerich;andre braugher;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv077_22138.txt;wesley snipes;stephen dorff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv078_14730.txt;jim carrey;ed harris;peter weir;jerry springer;natascha mcellone;phillip glass;andrew niccol;david wilcock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv079_11933.txt;neil jordan;patrick mccabe;francis brady;eamonn owens;fiona shaw;rea;michael jordan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv080_13465.txt;martin riggs;mel gibson;roger murtaugh;danny glover;joe pesci;chris rock;chinatown;jet li;russo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv081_16582.txt;schindler;homer hickam;jake gyllenhaal;virginia;chris cooper;miss riley;laura dern;joe johnston;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv082_11080.txt;jake blues;john belushi;joe morton;evan bonifant;john landis;johnny lang;peter otoole;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv083_24234.txt;sinatra;bonnie hunt;bob rueland;david duchovny;minnie;bob;david alan;charlie;grace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv084_13566.txt;matt dillon;denise richards;neve cambell;sam lombardo;ray duquette;gloria perez;kelly van ryan;sandra van ryan;suzie toller;kevin bacon;theresa russell;daphne rubin-vega;ken bowden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv085_1381.txt;ridley scott;james cameron;ripley;sigourney weaver;charles;david fincher;elliot goldenthal;james horner;ernio morricone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv086_18371.txt;joe flynn;woody harrelson;michael henderson;stephen dillane;emira nuseric;nina;marisa tomei;michael winterbotton;frank cottrell boyce;sandra bullock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv087_1989.txt;stephane;daniel auteuil;maxime;andre dusollier;camille kessler;emmanuelle beart;ravel;schubert;mozart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv088_24113.txt;henry;paul newman;carol;linda fiorentino;wayne;dylan mcdermott;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv089_11418.txt;robert benton;paul newman;harry ross;jack;catherine ames;gene hackman;susan sarandon;james garner;raymond;stockard channing;reese witherspoon;mel;giancarlo esposito;john spencer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv090_0042.txt;walter hill;john milius;nick nolte;texas ranger;powers boothe;michael ironsides;rip torn;torn;jane fonda;meryl streep;sam peckinpah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv091_7400.txt;saul zaentz;ralph fiennes;juliette binoche;anthony minghella;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv092_28017.txt;george v higgins;eddie fingers coyle;mitchum;scalise;rocco;coyle;dillon;boyle;foley;jordan;keats;bruin;bobby orr;robert mitchum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv093_13951.txt;bacon;singer;kevin bacon;john lithgow;lithgow;lori singer;kenny loggins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv094_27889.txt;michelle yeoh;chow yon fat;zhang ziyi;cheng pei pei;chang cheng;james schamus;wang hui ling;tsai kuo jing;yuen wo-ping;peter pau;tan dun;ang lee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv095_28892.txt;carlos nunez;jay hernandez;carlos;nicole oakley;kirsten dunst;bruce davison;nicole;hernandez;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv096_11474.txt;giles death;giles;john hurt;ronnie bostock;bostock;ronnie;audrey;fiona loewi;richard kwietniowski;gilbert adair;jason priestley;maury chaykin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv097_24970.txt;grady tripp;michael douglas;marilyn monroe;james leer;tobey maguire;robert downey jr;curtis hanson;sara;grady;katie holmes;michael redman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv098_15435.txt;joe black;brad pitt;anthony hopkins;claire forlani;hopkins;forlani;martin brest;roger ebert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv099_10534.txt;gregory hoblit;elias koteas;john hobbes;denzel washington;hobbes;edgar reese;reese;azazel;embeth davidtz;jonesy;john goodman;lou;james gandolfini;lieutenant stanton;donald sutherland;newton thomas sigel;geno;washington;stanton;gretta milano;davidtz;schindler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv100_11528.txt;james l brooks;nicholson;melvin udall;carol conelly;hunt;udall;conelly;simon bishop;kinnear;melvin;carol;simon;cuba gooding;jnr;jerry maguire;yeardly smith;lisa simpsons;gooding;maguire;smith;lawrence kasdan;brooks;hans zimmer;jack nicholson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv101_10175.txt;parker;alan rudolph;rudolph;jeffrey byron;jonny lee miller;marianne;lara flynn boyle;lucky;nick nolte;phyllis mann;julie christie;jeffrey;phyllis;julie christie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv102_7846.txt;harrison ford stars;richard kimble;kimble;helen;sela ward;tommy lee jones;sam gerard;gerard;richard;ford;stuart;twohy;davis;cosmo renfo;pantoliano;biggs;roebuck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv103_11021.txt;adam sandler;drew barrymore;austin powers;sandler;robby hart;steve buscemi;linda;angela featherstone;julia;barrymore;glenn;matthew glave;robby;gilmore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv104_18134.txt;boris karloff;imhotep;rick;brandan fraser;evelyn;rachel wiesz;jonathan;john hannah;johnson;brendan fraser;schwarzenegger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv105_17990.txt;dario argento;argento;peter neal;anthony franciosa;franciosa;neal;luciano tovoli;franco ferrini;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv106_16807.txt;wade whitehouse;nick nolte;sissy spacek;james coburn;wade;nolte;coburn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv107_24319.txt;sam raimi;raimi;ash;bruce ampbell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv108_15571.txt;david foley;kevin spacey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv109_21172.txt;oliver stone;david cronenberg;fincher;jack;norton;bob;marvin lee aday;marla singer;carter;tyler durden;pitt;tyler;marla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv110_27788.txt;elvis;courteney cox;costner;russell;joblo;carter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv111_11473.txt;neil simonesque;mary tyler moore;alan alda;lily tomlin;tomlin;alda;moore;ben stiller;patricia arquette;tea leoni;george segal;woody allen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cv112_11193.txt;barry levinson;stanley kubrick;conread brean;robert deniro;brean;anne heche;stanley motss;dustin hoffman;motss;william old shoe schumann;woody harrelson;schumann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
